spi_time,water_temp_filtered,coil_temp_filtered,die_temp_filtered,temp_sensor_filtered_value,coil_temp_estimate,referenceSpeed_rpm,outputSpeed_rpm,dqCommand_imag,dqCommand_real,measurement_running,water_temp_estimate,T_mot_ode_16bit
120.0,0.4330708661417323,0.2966507177033493,0.5552631578947369,0.538971807628524,0.38501742160278746,0.6179775280898877,0.6150580875781948,0.49606379715775484,0.4523261169967757,1.0,0.008991537376586742,
130.0,0.4251968503937008,0.3110047846889952,0.55,0.5439469320066335,0.38501742160278746,0.6179775280898877,0.6146112600536192,0.4899294550659442,0.45693228926761864,1.0,0.009931828866948754,
140.0,0.4330708661417323,0.32535885167464107,0.55,0.5339966832504146,0.38501742160278746,0.6404494382022472,0.6360589812332439,0.5245884878846744,0.43251957623215115,1.0,0.010872120357310765,
150.0,0.4330708661417323,0.30622009569377984,0.55,0.5422885572139303,0.3885017421602787,0.6404494382022472,0.638739946380697,0.521725794908496,0.4348226623675726,1.0,0.011988716502115655,
160.0,0.4330708661417323,0.3157894736842105,0.55,0.5356550580431177,0.39198606271777003,0.6404494382022472,0.637846291331546,0.5231571413965852,0.43344081068631973,1.0,0.013046544428772918,
170.0,0.4330708661417323,0.29186602870813394,0.55,0.5439469320066335,0.39198606271777003,0.6404494382022472,0.637846291331546,0.5241795317452204,0.43298019345923544,1.0,0.014104372355430182,
180.0,0.4251968503937008,0.34928229665071764,0.55,0.5323383084577115,0.39198606271777003,0.6404494382022472,0.6362823949955316,0.5220325120130866,0.4343620451404883,1.0,0.015162200282087446,
190.0,0.4251968503937008,0.3157894736842105,0.5552631578947369,0.5472636815920399,0.39372822299651566,0.6404494382022472,0.6371760500446827,0.5264287905122176,0.43113772455089827,1.0,0.01622002820874471,
200.0,0.4330708661417323,0.2870813397129186,0.5552631578947369,0.548922056384743,0.39372822299651566,0.6629213483146068,0.660857908847185,0.5559758715877722,0.4108705665591894,1.0,0.017277856135401972,
210.0,0.4251968503937008,0.32535885167464107,0.55,0.5538971807628524,0.397212543554007,0.6629213483146068,0.6586237712243074,0.5623146917493099,0.40626439428834643,1.0,0.018511988716502115,
220.0,0.4330708661417323,0.3444976076555023,0.5552631578947369,0.5422885572139303,0.3989547038327526,0.6629213483146068,0.6595174262734584,0.5575094571107249,0.4094887148779365,1.0,0.01968735307945463,
230.0,0.4251968503937008,0.32535885167464107,0.5552631578947369,0.5422885572139303,0.40069686411149824,0.6629213483146068,0.6595174262734584,0.5571005009712708,0.40994933210502077,1.0,0.020862717442407145,
240.0,0.4330708661417323,0.34928229665071764,0.5552631578947369,0.5522388059701493,0.40069686411149824,0.6629213483146068,0.6584003574620196,0.5575094571107249,0.4094887148779365,1.0,0.022038081805359662,
250.0,0.4330708661417323,0.354066985645933,0.55,0.5555555555555556,0.4024390243902439,0.6629213483146068,0.6586237712243074,0.5592475207034046,0.4085674804237679,1.0,0.023213446168312175,
260.0,0.4251968503937008,0.32535885167464107,0.55,0.5588723051409619,0.4024390243902439,0.6853932584269663,0.6816353887399463,0.5945199877313159,0.3841547673883004,1.0,0.024447578749412318,
270.0,0.4330708661417323,0.33492822966507174,0.55,0.5555555555555556,0.4059233449477352,0.6853932584269663,0.6820822162645218,0.5931908802780902,0.385076001842469,1.0,0.025740479548660083,
280.0,0.4330708661417323,0.33492822966507174,0.5552631578947369,0.560530679933665,0.4076655052264808,0.6853932584269663,0.6820822162645218,0.5924752070340457,0.385076001842469,1.0,0.027092148566055477,
290.0,0.4330708661417323,0.3588516746411483,0.5631578947368421,0.5671641791044776,0.4094076655052265,0.6853932584269663,0.6814119749776586,0.5931908802780902,0.385076001842469,1.0,0.028443817583450867,
300.0,0.4251968503937008,0.36363636363636365,0.5631578947368421,0.5754560530679934,0.4094076655052265,0.6853932584269663,0.6811885612153709,0.591759533790001,0.3855366190695533,1.0,0.02979548660084626,
310.0,0.4330708661417323,0.34928229665071764,0.5552631578947369,0.5771144278606966,0.4094076655052265,0.6853932584269663,0.6816353887399463,0.5927819241386362,0.385076001842469,1.0,0.031088387400094026,
320.0,0.4330708661417323,0.3157894736842105,0.5631578947368421,0.570480928689884,0.4094076655052265,0.6741573033707865,0.6720285969615728,0.573152029444842,0.39889451865499775,1.0,0.032381288199341794,
330.0,0.4251968503937008,0.3397129186602871,0.55,0.5655058043117744,0.4094076655052265,0.6741573033707865,0.6706881143878463,0.5757080053164298,0.3970520497466606,1.0,0.03367418899858956,
340.0,0.4330708661417323,0.34928229665071764,0.5631578947368421,0.5588723051409619,0.4076655052264808,0.6741573033707865,0.6715817694369973,0.5745833759329312,0.39797328420082917,1.0,0.034908321579689705,
350.0,0.4330708661417323,0.3397129186602871,0.5631578947368421,0.5638474295190713,0.4076655052264808,0.6741573033707865,0.6706881143878463,0.573152029444842,0.39889451865499775,1.0,0.03608368594264222,
360.0,0.4251968503937008,0.37799043062200954,0.5631578947368421,0.5621890547263682,0.4076655052264808,0.6741573033707865,0.6693476318141197,0.5787751763623351,0.3947489636112391,1.0,0.03731781852374236,
370.0,0.4330708661417323,0.3301435406698564,0.5684210526315789,0.5671641791044776,0.4076655052264808,0.6741573033707865,0.6706881143878463,0.5713117268172988,0.40027637033625063,1.0,0.0385519511048425,
380.0,0.4330708661417323,0.33492822966507174,0.5631578947368421,0.5621890547263682,0.4076655052264808,0.6629213483146068,0.6597408400357462,0.5538288518556385,0.41225241824044223,1.0,0.03972731546779502,
390.0,0.4330708661417323,0.36842105263157887,0.5684210526315789,0.5621890547263682,0.4076655052264808,0.6629213483146068,0.6581769436997319,0.5592475207034046,0.4085674804237679,1.0,0.04090267983074753,
400.0,0.4330708661417323,0.3444976076555023,0.5631578947368421,0.560530679933665,0.4059233449477352,0.6629213483146068,0.6592940125111706,0.5538288518556385,0.41225241824044223,1.0,0.04201927597555242,
410.0,0.4330708661417323,0.32057416267942584,0.5631578947368421,0.5621890547263682,0.4059233449477352,0.6629213483146068,0.6601876675603217,0.5552601983437276,0.41133118378627365,1.0,0.043135872120357306,
420.0,0.4409448818897638,0.3588516746411483,0.5631578947368421,0.5638474295190713,0.40418118466898956,0.6629213483146068,0.6588471849865951,0.5559758715877722,0.4108705665591894,1.0,0.04431123648330983,
